storage,s3_multipart_uploads_parts,7,etag,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads_parts,8,owner_id,text,pg_catalog,text,YES,,,,
storage,s3_multipart_uploads_parts,9,version,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads_parts,10,created_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,vector_indexes,1,id,text,pg_catalog,text,NO,gen_random_uuid(),,,
storage,vector_indexes,2,name,text,pg_catalog,text,NO,,,,
storage,vector_indexes,3,bucket_id,text,pg_catalog,text,NO,,,,
storage,vector_indexes,4,data_type,text,pg_catalog,text,NO,,,,
storage,vector_indexes,5,dimension,integer,pg_catalog,int4,NO,,,32,0
storage,vector_indexes,6,distance_metric,text,pg_catalog,text,NO,,,,
storage,vector_indexes,7,metadata_configuration,jsonb,pg_catalog,jsonb,YES,,,,
storage,vector_indexes,8,created_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,vector_indexes,9,updated_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
